,Unnamed: 0,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id,Sentiment
715,715,2021-12-26 10:20:22,M.R. Munda,32735970.0,,-1.0,tl,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,"nag walk-in, biglang nabooster ? #pfizer @ SM Cherry Antipolo https://t.co/rggMCgki5G",,,0,1.47492803913814e+18,1
716,716,2021-12-24 21:48:43,Jonathan MBANZE,7.17755066380329e+17,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"#Paxlovid  ya #Pfizer  yemejwe na #USA  nk�ikinini cyakoreshwa mu guhangana na #COVID19  ku kigero cya 88%!!! @RwandaHealth @RBCRwanda @Radiotv10rwanda @Radiorwanda_RBA @flashfmrw @ENERGY888FM @TV1Rwanda @micomyizajohn @oswaki @IGIHE 

Inkuru  hano>>>

https://t.co/7KzKOVoMxS https://t.co/7lfvPp5uYk",,,0,1.4743764933504e+18,1
717,717,2021-12-24 15:00:00,NewsKo,1.34706653011092e+18,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Inaprobahan ng Food and Drug Administration ang paggamit ng Pfizer COVID-19 vaccine para sa mga batang 5-anyos pataas.
https://t.co/bFpX7rnkkw
#NewskoNews
#Pfizer",,,0,1.47427363757436e+18,0
718,718,2021-12-24 08:44:25,kittenpawsbb,3247816841.0,,-1.0,tl,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,RT @yakspravy: ?@MayorBowser? (aka Jan6prisonerabuser) and ?@GovLarryHogan? ( aka RINO) and ?@MontCoExec? ( aka  Mussolini) -all paid by #b�,,,1,1.4741791207918e+18,1
719,719,2021-12-24 07:12:16,SomeoneElse,1.42122326234915e+18,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,?@MayorBowser? (aka Jan6prisonerabuser) and ?@GovLarryHogan? ( aka RINO) and ?@MontCoExec? ( aka  Mussolini) -all paid by #bigpharma #pfizer https://t.co/VmznlKJbxh,,,1,1.47415592736014e+18,1
720,720,2021-12-24 00:26:35,Erene,2156303739.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Buti na lang ndi naglalagnat! #Booster #Pfizer,,,0,1.47405383518632e+18,0
721,721,2021-12-23 18:44:40,nube77 ?,242798476.0,AnoukElHierro,1.34345926715263e+18,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,@AnoukElHierro Paga #Pfizer,,,0,1.47396779006752e+18,1
722,722,2021-12-23 11:32:16,Virgo�Geminni�,1.39625161309909e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @RGisanintwari: Ibaze kujya kugukingira na #Pfizer ukayanga ngo urashaka #Johnson ? None ubu urimo kwiruka ubanza nubona na #Penicillin�,,,1,1.47385897249087e+18,1
723,723,2021-12-23 10:21:02,ulung,1.3056876170448e+18,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @aiaht2002: Gila, kan?
#pfizer #StopPaksaVaksinAnakC19 #StopPaksaVaksinC19",,,3,1.4738410460606e+18,1
724,724,2021-12-23 09:57:27,EdenIsHere,772686390.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @aiaht2002: Gila, kan?
#pfizer #StopPaksaVaksinAnakC19 #StopPaksaVaksinC19",,,3,1.47383510867939e+18,1
725,725,2021-12-23 09:24:02,Rameck Gisanintwari,7.89412273659928e+17,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Ibaze kujya kugukingira na #Pfizer ukayanga ngo urashaka #Johnson ? None ubu urimo kwiruka ubanza nubona na #Penicillin y'inka urayifata ???....,,,1,1.47382669924671e+18,1
726,726,2021-12-22 19:14:07,frank @falcon,1.31316457159149e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @Sarah_xD_Wilde: #Covaxin #Totimpfstoff #Moderna $OCGN $MRNA $PFE #Biontech #Pfizer https://t.co/C1muEitT4M,,,3,1.47361281222009e+18,1
727,727,2021-12-22 09:58:50,Patch Tacbas,9.4921063818992e+17,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Mabalin ko agabroaden #BoosterVaccine  #pfizer https://t.co/O7yQIzJCrr,,,0,1.47347306881969e+18,1
728,728,2021-12-21 22:31:55,Srdian Dave,1.29276480912178e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"MURAG GI SUMBAG KAPULO SA YAWA AKONG BUKTON ????
#Pfizer
#2nd Dose",,,0,1.47330020308852e+18,0
729,729,2021-12-20 19:45:11,king.?,1346675335.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Ga vaccination hopping ko ganina atay twice ko na cut off. #fullyvaccinated #pfizer,,,0,1.47289585520819e+18,1
730,730,2021-12-20 12:08:29,Lalisa?,1.35696658996746e+18,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"putangina mo 2nd dose masyado ka nang masaket!!

#Pfizer 
#2ndDose",,,0,1.47278092065901e+18,0
731,731,2021-12-19 19:00:27,domenico,1.02280657725704e+18,rtl1025,56341776.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@rtl1025 Papa #Pfizer,,,0,1.47252220808595e+18,1
732,732,2021-12-19 10:35:23,JokesNoBulletsJohnnyT,1.38491958285983e+18,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"#pfizer + #CNN = PSYOP
?????
https://t.co/CHxcEQOPhh
????? https://t.co/NN4Fmh0seA https://t.co/0LHJsyx2dj",,,2,1.47239510612481e+18,1
733,733,2021-12-18 21:49:23,vamos,336335864.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @aiaht2002: Gila, kan?
#pfizer #StopPaksaVaksinAnakC19 #StopPaksaVaksinC19",,,3,1.47220233499845e+18,1
734,734,2021-12-18 17:45:18,PR.Y,302053747.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @emilyjefferyart: #VaccineSideEffects #southAfrica #australia #trinidad #pfizer nsfw #vaccine https://t.co/78ZXmLmpAK,,,6,1.47214091086334e+18,0
735,735,2021-12-18 11:04:40,Mama Bear,1.43754024180025e+18,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Gila, kan?
#pfizer #StopPaksaVaksinAnakC19 #StopPaksaVaksinC19 https://t.co/37U6RZxJRk",,,3,1.47204008600281e+18,0
736,736,2021-12-30 16:24:41,???????,199272970.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"?Booster Shot ?

#QCProtekTODO #COVIDvaccine #moderna #Resbakuna #vaccine #booster #boosted #boostershot https://t.co/zNlZbCsORh",,,0,1.47646927507464e+18,1
737,737,2021-12-29 11:39:42,R?man,33141055.0,mynameisroman,33141055.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,A4. I was told instead to regularly check their Facebook page for updates. Looks like I'll line up early first business day next year at the CHO to get the shot. #RESBAKUNA #BIDABakuNation #BIDAangMayDisiplina https://t.co/uvDaCoJMrA,,,0,1.4760351710363e+18,1
738,738,2021-12-29 11:39:42,R?man,33141055.0,mynameisroman,33141055.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,A4. I was told instead to regularly check their Facebook page for updates. Looks like I'll line up early first business day next year at the CHO to get the shot. #RESBAKUNA #BIDABakuNation #BIDAangMayDisiplina https://t.co/uvDaCoJMrA,,,0,1.4760351710363e+18,1
739,739,2021-12-29 19:41:29,Olive Castillo,93427063.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"day two: still sick. on-going fever.
#BoosterJab #yearender #pfizer https://t.co/5zCKJFcnOW",,,0,1.47615641590786e+18,0
740,740,2021-12-29 16:11:41,Erika N.,519263168.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Booster shot done!  Yey! #Pfizer ???,,,0,1.4761036163314e+18,1
741,741,2021-12-29 09:37:22,Jacque Santiano?,150112555.0,,-1.0,en,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,"Done my #pfizer #booster ?
#covidvacccine #covid19vacccine #covidbooster 
Get vaccinated for  your protection and to your famiy and others too
#JquesanFamilyPhoto @ Marikina City https://t.co/Pf2QSnAJtB",14.6494,121.1063,0,1.47600438311669e+18,1
742,742,2021-12-29 04:20:02,Olive Castillo,93427063.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"body ache, fever, colds and chills at 4am is my body's way of coping with the 3rd jab. this too shall pass.
#BoosterJab #Pfizer",,,0,1.47592452419371e+18,1
743,743,2022-01-01 15:01:04,Department of Health,186347409.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! Together, kaya natin �to! ?

#RESBAKUNA
#BIDASolusyonPlus
#BIDAangMayDisiplina https://t.co/2N4u582GWN",,,23,1.47717300744581e+18,1
744,744,2022-01-03 07:36:46,Police Station 11,1.14917758415799e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DOHgovph: Kaya magpa-ResBakuna na at siguraduhing kumpleto ang kinakailangang dosis para sa garantisadong proteksyon! Magpa-booster dos�,,,5,1.47778597162611e+18,1
745,745,2022-01-03 07:24:05,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DOHgovph: Kaya magpa-ResBakuna na at siguraduhing kumpleto ang kinakailangang dosis para sa garantisadong proteksyon! Magpa-booster dos�,,,5,1.47778278239065e+18,1
746,746,2022-01-03 01:19:42,Corazon Rubio Surber,7.39646173464519e+17,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47769107968844e+18,1
747,747,2022-01-03 00:18:49,rosingdei_m?Sta. Maine Goretti,1.38093729377146e+18,,-1.0,tl,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47767575995524e+18,1
748,748,2022-01-02 22:52:25,DocVenz,1.15959135030562e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47765401659935e+18,1
749,749,2022-01-02 22:45:48,PAPA PiOLS ?? ??,478820972.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47765234938044e+18,1
750,750,2022-01-02 22:42:05,PNPKalingaPinukpuk,3318517369.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! Together, kaya natin �to! ?

#RESBAKUNA
#BIDASolusyonPlus
#BIDAangMayDisiplina https://t.co/LavmSzDxAU",,,0,1.47765141730978e+18,1
751,751,2022-01-02 21:25:13,maghiemboo?,1.24913701509165e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47763207015107e+18,1
752,752,2022-01-02 19:19:32,They are a Joke,234664970.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47760044186098e+18,1
753,753,2022-01-02 17:19:52,Mxmax,1.27029222412781e+18,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47757032556708e+18,1
754,754,2022-01-02 14:56:18,??????? ?????????? ?????,1.1230059589453e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIA_RIII: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,2,1.47753419556824e+18,1
755,755,2022-01-02 13:53:59,CHiPPYMANN,343228634.0,,-1.0,tl,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,"RT @PIA_RIII: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,2,1.47751851277645e+18,1
756,756,2022-01-02 13:17:30,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! Together, kaya natin �to! ?

#RESBAKUNA
#BIDASolusyonPlus
#BIDAangMayDisiplina https://t.co/T4PMLEeTg5",,,2,1.47750933406188e+18,1
757,757,2022-01-02 10:11:10,Zamboanga City Police Station 9,1707037903.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47746244138279e+18,1
758,758,2022-01-02 08:38:54,@Zamboanga City Police Station 3(Sangali),2826135566.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,RT @DOHgovph: Kaya magpa-ResBakuna na at siguraduhing kumpleto ang kinakailangang dosis para sa garantisadong proteksyon! Magpa-booster dos�,,,5,1.47743922095637e+18,1
759,759,2022-01-02 05:48:28,marb?????,367681419.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47739632966809e+18,1
760,760,2022-01-01 21:41:23,Emman,1.16007775709668e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.4772737504168e+18,1
761,761,2022-01-01 21:33:59,Zamboanga City Police Station 8,1727544205.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.4772718876589e+18,1
762,762,2022-01-01 21:31:25,Zamboanga City Police Station 8,1727544205.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DOHgovph: Kaya magpa-ResBakuna na at siguraduhing kumpleto ang kinakailangang dosis para sa garantisadong proteksyon! Magpa-booster dos�,,,5,1.47727124377876e+18,1
763,763,2022-01-01 20:37:43,Doktora Helen Tan,1.22463975452159e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47725773046943e+18,1
764,764,2022-01-01 18:20:24,Lil Lotte ?? A'dobabes ?,43069659.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47722317305811e+18,1
765,765,2022-01-01 17:45:07,Department of Health,186347409.0,DOHgovph,186347409.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Kaya magpa-ResBakuna na at siguraduhing kumpleto ang kinakailangang dosis para sa garantisadong proteksyon! Magpa-booster dose na rin kung eligible ka na! ????

Sama-sama tayo sa BIDA BakuNation! ?

#RESBAKUNA
#BIDASolusyonPlus
#BIDAangMayDisiplina",,,5,1.47721429198008e+18,1
766,766,2022-01-01 16:34:13,��3ibb3�?????????,267277847.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47719644970009e+18,1
767,767,2022-01-01 16:21:05,andres marianitojr,3061734456.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47719314727695e+18,1
768,768,2022-01-01 15:24:06,DJRUIZ claudine ?????????,557465479.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47717880473729e+18,1
769,769,2022-01-01 15:19:37,Otep,9.53861644915847e+17,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47717767635176e+18,1
770,770,2022-01-01 15:02:30,?NetteKulet?LOVE ME LIKE?Yechan&Byeonghee MoM?,27469373.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47717337093258e+18,1
771,771,2022-01-01 15:02:28,Lovely Honor,9.41225746835443e+17,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47717335910432e+18,1
772,772,2022-01-01 15:01:57,Naka Headset,9306292.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DOHgovph: Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! To�",,,23,1.47717323027628e+18,1
773,773,2022-01-01 15:01:04,Department of Health,186347409.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Mask on para iwas intubation! ?

Kasama ng mask, hugas, iwas, at airflow, magpa-ResBakuna na rin! ?

2022 is not 2020 too! Together, kaya natin �to! ?

#RESBAKUNA
#BIDASolusyonPlus
#BIDAangMayDisiplina https://t.co/2N4u582GWN",,,23,1.47717300744581e+18,1
774,774,2021-12-31 16:57:43,todobiranews,2977153027.0,,-1.0,tl,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,"Bagong taon, bagong hawa? Not the best way to start the year! ?

2022 is not 2020 too! Kasama ng mask, hugas, iwas, airflow, at bakuna, hindi na tayo babalik sa nakalipas! ?

Together, kaya natin �to! ?

#BIDASolusyonPlus
#RESBAKUNA
#BIDAangMayDisiplina https://t.co/Qi6Sjw1Hmv",,,0,1.47683997537533e+18,1
775,775,2021-12-31 11:28:16,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Bagong taon, bagong hawa? Not the best way to start the year! ?

2022 is not 2020 too! Kasama ng mask, hugas, iwas, airflow, at bakuna, hindi na tayo babalik sa nakalipas! ?

Together, kaya natin �to! ?

#BIDASolusyonPlus
#RESBAKUNA
#BIDAangMayDisiplina https://t.co/YZku1Cg2dq",,,0,1.47675706779273e+18,1
776,776,2021-12-31 07:09:37,@Zamboanga City Police Station 3(Sangali),2826135566.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @DOHgovph: Bagong taon, bagong hawa? Not the best way to start the year! ?

2022 is not 2020 too! Kasama ng mask, hugas, iwas, airflow,�",,,2,1.47669197540331e+18,1
777,777,2021-12-31 06:11:33,Police Station 11,1.14917758415799e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: Bagong taon, bagong hawa? Not the best way to start the year! ?

2022 is not 2020 too! Kasama ng mask, hugas, iwas, airflow,�",,,2,1.47667736477193e+18,1
778,778,2021-12-30 20:19:52,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan bukas, 31 December: https://t.co/RsiSZaHUnf

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/0ygHI2wYxC",,,0,1.47652846301617e+18,1
779,779,2021-12-30 19:26:17,Amboy Mendoza,2576456064.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Pray na hindi na kailanganin ng walang sense na lockdown na hindi naman tine-test yung mga tao kung positive o hindi. :3

#Philippines #Pilipinas #DOH #FaceShield #Resbakuna",,,0,1.47651497744415e+18,1
780,780,2021-12-30 18:54:45,Department of Health,186347409.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Bagong taon, bagong hawa? Not the best way to start the year! ?

2022 is not 2020 too! Kasama ng mask, hugas, iwas, airflow, at bakuna, hindi na tayo babalik sa nakalipas! ?

Together, kaya natin �to! ?

#BIDASolusyonPlus
#RESBAKUNA
#BIDAangMayDisiplina https://t.co/yPkolYdKyg",,,2,1.47650704347742e+18,1
781,781,2021-12-30 16:40:21,John Atlas Tumlos,283499984.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Sana naman maging aware ang karamihan sa ating mga Pilipino na sumunod sa health protocols. 2 years nang lugmok sa COVID-19 Pandemic ang Pilipinas pero paulit-ulit na lang dahil sa pagiging irresponsible at katigasan ng ulo. ??????

#COVID19PH #RESBAKUNA https://t.co/zWrADvpFnf",,,0,1.47647322012373e+18,1
782,782,2021-12-30 15:47:19,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"TIGNAN: Nasa 555,903 na ang nakatanggap ng first dose sa Bataan habang 480,297 naman ang fully vaccinated na. Nasa 30,954 na din ang tumanggap ng booster shot. 

#RESBAKUNA  
#BIDABakunation  
#BIDASolusyon+
#explainexplainexplain https://t.co/5Dzks8a27k",,,0,1.47645987268628e+18,1
783,783,2021-12-29 20:31:53,Bureau of Communications Services PH,1.08796804259485e+18,bcs_gov,1.08796804259485e+18,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Panoorin ang kabuuang #BCSpolls video sa https://t.co/JDGmOOgb85 o sa https://t.co/S5Gw4yGqwz

#BCSpolls #COVID19 #LagingHandaPH #Omicronvariant #BayanihanBakunahan #Resbakuna #BIDAsolusyon #BCS",,,0,1.47616909604351e+18,1
784,784,2021-12-29 18:26:10,Bureau of Communications Services PH,1.08796804259485e+18,bcs_gov,1.08796804259485e+18,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Panoorin ang kabuuang #BCSpolls video sa https://t.co/JDGmOOgb85 o https://t.co/S5Gw4yGqwz

#BCSpolls #COVID19 #LagingHandaPH #Omicronvariant #BayanihanBakunahan #Resbakuna #BIDAsolusyon #BCS",,,0,1.47613746227973e+18,1
785,785,2021-12-29 17:22:44,abbie grace? ? belated happy birthday Abbie! ??,1.44514225772458e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"haha newborn meme for sexy cute RM 
create by meme: jsamyang 
haha that's so funny 
second dose done! #resbakuna 
�ayokong isiping tattoo, delikado puso ko� ? https://t.co/2CLX2UR4oZ",,,0,1.47612149494193e+18,1
786,786,2021-12-29 15:24:08,yeonmitch,77965355.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"after 10 years nakapag 2nd dose din
#resbakuna
#makati",,,0,1.47609165044326e+18,0
787,787,2021-12-29 14:14:24,Bureau of Communications Services PH,1.08796804259485e+18,bcs_gov,1.08796804259485e+18,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Panoorin ang kabuuang #BCSpolls video sa https://t.co/JDGmOOgb85 o https://t.co/S5Gw4yGqwz

#BCSpolls #COVID19 #LagingHandaPH #Omicronvariant #BayanihanBakunahan #Resbakuna #BIDAsolusyon #BCS",,,0,1.47607409941578e+18,1
788,788,2021-12-29 08:08:54,Radyo Pilipinas,2906159052.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"TINGNAN |  Walk-in vaccination kontra COVID-19 nagpapatuloy sa bayan ng San Quintin, Pangasinan. | via Mildred Coquia | RP1 Tayug 

#resbakuna 
#RP1 https://t.co/Y4qegwC6on",,,0,1.47598211973418e+18,1
789,789,2021-12-28 18:29:47,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"TIGNAN: Nasa 554,033 na ang nakatanggap ng first dose sa Bataan habang 459,716 naman ang fully vaccinated na. Nasa 25,290 na din ang tumanggap ng booster shot. 

#RESBAKUNA  
#BIDABakunation  
#BIDASolusyon+
#explainexplainexplain https://t.co/eoOKQuvaXv",,,0,1.4757759822042e+18,1
