,Created-At,Text,Brand,Sentiment
400,2021-12-23 20:00:00,just got boosted moderna,Moderna,1
401,2021-12-23 17:00:00,got my moderna booster yesterday slept for ten hours with a sore arm woke up with no side effects and arm barely aches anymore,Moderna,0
402,2021-12-23 15:00:00,got my moderna booster today still wearing a mask about everywhere but i hate getting marked so like covering the old facial identifier bait anyway good luck out there covid still roiling and boiling,Moderna,0
403,2021-12-18 12:12:00,and that’s me boosted moderna https://tco/9sk3wxf9fs,Moderna,1
404,2021-12-18 09:00:00,moderna booster shot done https://tco/juggbnqxxo,Moderna,1
405,2021-12-21 17:04:00,we are now not only fully vaccinated but also boostered moderna booster vaccine,Moderna,1
406,2021-12-23 23:26:00,keep your flock covid free moderna booster pack with a smallpox vaccination at no extra cost https://tco/q4zusztfdg,Moderna,1
407,2021-12-22 08:09:00,i am government compliant  just got my covid19 booster shot booster shots booster moderna vaccines work,Moderna,1
408,2021-12-20 19:18:00,got my booster shot moderna vaccine covid19 we can dothis https://tco/msx7goif9b,Moderna,1
409,2021-12-20 16:57:00,boosted get vaccinated wear a mask indoors and protect your community moderna vaccinate me https://tco/bvsleseamj,Moderna,1
410,2021-12-20 15:30:00,had the booster thursday still feel like i’m going to die moderna booster,Moderna,0
411,2021-12-20 11:13:00,get your shot with moderna  https://tco/n2anjv2jpq,Moderna,0
412,2021-12-19 19:26:00,this fever is kicking my ass covid vaccine thirdvaccine booster moderna vaccine side effects,Moderna,0
413,2021-12-19 17:02:00,that booster ain’t no joke you all headache and body aches most of the night and woke up feeling like still way better than covid moderna covid vaccine booster shots,Moderna,0
414,2021-12-20 10:29:00,had my moderna booster a few minutes ago if you have not had your first or second vaccine make time and get the best protection we have against this virus https://tco/jsp51dbsfd,Moderna,1
415,2021-12-20 09:41:00,boosted moderna https://tco/xddvbmzoi3,Moderna,1
416,2021-12-20 04:11:00,got my moderna booster on wednesday i've now had three vaccines two full and a booster and i've had three different sets of side effects one arm pain and a rash two body aches and a low fever three headaches mild nausea and one hell of a swollen lymph node still better than covid19,Moderna,0
417,2021-12-19 13:00:00,so i got my booster shot earlier this week i got moderna,Moderna,0
418,2021-12-19 13:00:00,my initial two shots were pfizer afterwards i had a sore arm for two days that is all,Pfizer,0
419,2021-12-19 11:00:00,anecdotal evidence suggests being doublevaxx antibodies are of minimal use in preventing infection by omicron although the gsk vaccine is supposed to be better government policy is to boost with pfizer or moderna because they're better at priming tcells to fight infection,Pfizer,1
420,2021-12-18 21:00:00,claiming the moderna vaccine is slightly better than pfizer https://tco/2ddyjx8tfx,Pfizer,1
421,2021-12-22 08:26:00,all covid19 boosters work while most studies show  immunogenicity with mrnabased boosters pfizer moderna regardless of primary series all boosters show  antibody titers schedule your booster shot with your lgu/health facility resbakuna covid19 https://tco/oz30upw6dx,Pfizer,1
422,2021-12-21 18:01:00,boosted by moderna bakuna bayani tayo resbakuna  forum robinsons https://tco/hihi76wicq,Moderna,1
423,2021-12-21 16:24:00,protecting yourself and your loved ones is one of the best gift that you can give this christmas season get your booster shot now sinovac sinovac moderna resbakuna moderna https://tco/1ar7zs2pyr,Sinovac,1
424,2021-12-21 13:36:00,feelinh well now never ko na feel ang side effects nung first and second dose ko sa sinovac except pain sa vaccinated area sa booster shot na moderna pa ako nagka fever at least ramdam ko na umepekto tlaga sya this time hehe get vaccinated now moderna booster jab sinovac,Sinovac,0
425,2021-12-22 17:55:00,done with my booster shot resbakuna moderna,Moderna,1
426,2021-12-25 19:47:00,team moderna for the win but please get your vaccines because vaccines save lives and help save everyone not just you i got the shot boosted https://tco/tfihmeswjp https://tco/wgkd1tpsra,Moderna,1
427,2021-12-25 10:00:00,"got the moderna covid19 booster shot today 

you should too",Moderna,1
428,2021-12-25 09:00:00,my arms sore and i feel really really sleepy moderna second vaccine also really thirsty vaccine side effects,Moderna,0
429,2021-12-25 02:50:00,get your shot with moderna https://tco/n2anjv2jpq,Moderna,0
430,2021-12-22 22:00:00,i guess i should have gotten pfizer again for my second dose because it looks like i'm having an allergic reaction to moderna ,Pfizer,0
431,2021-12-22 21:00:00,pag pfizer ang bakuna pfizer pag moderna ang bakuna moderna pag sinovac ang bakuna best vaccine is the one available,Pfizer,1
432,2021-12-22 20:28:00,booster shot qc protektodo covid vaccine moderna resbakuna vaccine booster boosted booster shot https://tco/znlzbcsorh,Moderna,1
433,2021-12-22 20:00:00,boosted by moderna bakuna bayani tayo resbakuna https://tco/hihi76wicq,Moderna,1
434,2021-12-22 18:28:00,i received my moderna covid 19 vaccine booster keepsafe everyone thank you lord covid19 vaccination ph get vaccinated to be protected salamat frontliners booster moderna astrazeneca https://tco/ubpe9fbig4,Astrazeneca,1
435,2021-12-22 17:55:00,oh my god sakit ng katawan ko astrazeneca,Astrazeneca,0
436,2021-12-21 11:01:00,nakakapanghina ng katawan ang vaccine nagkaron ako ng ubo at sipon after first dose astrazeneca,Astrazeneca,0
437,2021-12-21 10:53:00,second dose done heart astrazeneca dbcvaccinationprogram  https://t.co/orRvttKzYA,Astrazeneca,1
438,2021-12-21 10:00:00,same lang din side effect ng first at second dose eh  astrazeneca fever and headache,Astrazeneca,0
439,2021-12-07 16:09:00,booster shot done resbakuna aztrazeneca-pfizer https://t.co/0y1dprZQEL,Pfizer,1
440,2021-12-06 23:42:00,got boosted today  astrazeneca covid booster bakuna antipolo resbakuna tayo na antipolo https://t.co/4sareV2cjs,Astrazeneca,1
441,2021-12-10 21:28:00,just got boosted let us fight covid variants thank you lord for the immunity pfizer-astra booster astrazeneca booster booster shot resbakuna https://t.co/6wZdnqa0m9,Pfizer,1
442,2021-12-09 22:23:00,booster done astrazeneca resbakuna booster https://t.co/iDtoPBAMHp,Astrazeneca,1
443,2021-12-06 22:03:00,yay mama and papa got their first shot today resbakuna astrazeneca,Astrazeneca,1
444,2021-12-08 00:03:00,doing my civic and moral duty to protect myself my family community and country against covid19 get vaccinated now resbakuna astrazeneca https://t.co/t7Jl66OeWq,Astrazeneca,1
445,2021-12-08 00:13:00,just got boosted let us fight covid variants  thank you lord for the immunity pfizer x astra Booster astrazeneca booster booster shot resbakuna,Pfizer,1
446,2021-12-04 23:04:00,ang sakit ng buong katawan ko muscles and butu-buto booster astrazeneca ang siste literal ako lang mag-isa sa bahay and will need to feed the dogs clean up their giant poop and wash the area where they roam Malakilaki din yon ah hahaha fuck shet,Astrazeneca,0
447,2021-12-04 23:03:00,got my first dose yan tapang ka kanina lagnat ka ngayon daanin sa smile ang sakit ng turok at lagnat astrazeneca first dose done https://t.co/nSpPrvWQvj,Astrazeneca,1
448,2021-12-11 09:07:00,done second dose salamat sa dios astrazeneca marikina city https://t.co/jh4GP8lAk3,Astrazeneca,1
449,2021-12-08 03:50:00,antukin ako pero yung antok ko ngayon kakaiba booster shot astrazeneca,Astrazeneca,0
450,2021-12-07 20:28:00,lalagnatin ako shet astrazeneca booster,Astrazeneca,0
451,2021-12-08 08:04:00,got my booster shot astrazeneca,Astrazeneca,0
452,2021-12-08 08:03:00,done with my booster shot astrazeneca https://t.co/o07Iq8Cyvm,Astrazeneca,1
453,2021-12-08 08:02:00,eleven eleven mawala na ang side effect ng astrazeneca booster shot,Astrazeneca,0
454,2021-12-08 08:01:00,I am done with my booster shot pa-booster na din kayo astrazeneca hindi choosy sa vaccine antipolo covid19 vaccine booster shot https://t.co/zU0ypoKChy,Astrazeneca,1
455,2021-12-08 07:56:00,finally got my astrazeneca booster jab today https://t.co/FYlFzukZoY,Astrazeneca,1
456,2021-12-08 06:41:00,ready na tayo lagnatin mamaya booster shot astrazeneca https://t.co/CuaWiWmNn6,Astrazeneca,0
457,2021-12-08 05:09:00,para akong binugbog ni astrazeneca https://t.co/nMo6ZWrE0x,Astrazeneca,0
458,2021-12-08 04:16:00,napaka traydor mo naman astrazeneca booster https://t.co/pUS2w5hiDn,Astrazeneca,0
459,2021-12-08 22:30:00,that booster jab yesterday makes me sick at nagkarashes ako today mukhang may love triangle ata ang two sputnik at one astra vaccine booster jab sputnikv astrazeneca,Astrazeneca,0
460,2021-12-08 12:00:00,putang inang booster sama ng pakiramdam ko higa na lang yata ako dito astrazeneca https://t.co/qnbOtZsn27,Astrazeneca,0
461,2021-12-08 09:00:00,para akong nakipag boxing ng three rounds sakit sa katawan covid booster astrazeneca,Astrazeneca,0
462,2021-12-07 19:30:00,shems ramdam ko na ang sumpa ni zenki sana bukas ok na ko huhu booster shot astrazeneca,Astrazeneca,0
463,2021-12-07 17:53:00,na-booster na astrazeneca gid hahaha https://t.co/AwvAJXYhkU,Astrazeneca,0
464,2021-12-07 09:00:00,wala ka pang ten minutes ambigat mo na  ? BoosterDose astrazeneca,Astrazeneca,0
465,2021-12-06 21:30:00,fever astrazeneca booster shots,Astrazeneca,0
466,2021-12-06 19:45:00,"went to nbs after being vaccinated went out empty handed except i was smiling from ear to ear you couldn't see

booster jab booster shot booster dose booster vaccine vaccinated astrazeneca vaccines work crochet https://t.co/RHQDkFtiPg",Astrazeneca,1
467,2021-12-06 13:53:00,let us keep that protection longer get boosted nowastrazeneca moderna booster https://t.co/leQBICpIey,Astrazeneca,1
468,2021-12-10 11:30:00,yung ang sama ng pakiramdam ko dahil  sa vaccine grabe ang bigat sa braso ah astrazeneca,Astrazeneca,0
469,2021-12-10 08:19:00,gagi from second dose to booster ng astrazeneca parang wala nang effect sa katawan ko ah nagdududa na ko kung kaya na ba talaga ng katawan ko o baka wala talagang tinuturok sakin charot hahahaha,Astrazeneca,0
470,2021-12-09 21:30:00,ah yawa sakit ng buong katawan ko astrazeneca booster,Astrazeneca,0
471,2021-12-09 21:30:00,ang sakit ng bewang ko sexbomb sexbomb sexbomb astrazeneca,Astrazeneca,0
472,2021-12-09 21:06:00,tamang seizures lang astrazeneca,Astrazeneca,0
473,2021-12-09 20:41:00,grabe naman adverse effects ng booster shot astrazeneca booster dose,Astrazeneca,0
474,2021-12-09 19:26:00,"just got boosted let us fight covid variants  thank you lord for the immunity pfizer x astra booster
astrazeneca booster booster shot resbakuna https://t.co/6wZdnqa0m9",Pfizer,1
475,2021-12-10 21:07:00,kangalay booster haha astrazeneca,Astrazeneca,0
476,2021-12-20 09:41:00,hindi ako nilagnat pero sinipon naman ako booster astrazeneca,Astrazeneca,0
477,2021-12-20 04:11:00,ang sakit ng braso ko dahil sa booster astrazeneca,Astrazeneca,0
478,2021-12-18 09:00:00,saket ng astrazeneca booster dose,Astrazeneca,0
479,2021-12-21 17:04:00,"normal ba ito naninilaw yung tinurukan ng bakuna astrazeneca covid19 

waiver waver pa kayo ayaw niyo lang mabawasan pero niyo sa pampalibing sa amin pag ako naging conscious zombie uunahin ko yung mayor",Astrazeneca,0
480,2021-12-23 23:26:00,bad trip ako bakit masakit ulo ko bakit di pa ako tapos sa mga paper works bakit —gusto ko nalang matulog ok bye pfizer,Pfizer,0
481,2021-12-20 10:29:00,"day two resbakuna oriental mindoro central district hospital pinamalayan oriental mindoro pfizer
secod dose vaccineswork https://tco/snpdwiuptd",Pfizer,1
482,2021-12-20 09:41:00,feeling ko may nakabaon na piso sa braso ko booster shots pfizer,Pfizer,0
483,2021-12-20 04:11:00,balda na naman ang mami booster pfizer https://tco/suo2dadhuf,Pfizer,0
484,2021-12-20 11:13:00,fully vaccinated pwede na gumala haha char pfizer,Pfizer,1
485,2021-12-01 20:46:00,just had booster shot yesterday at hanggang ngayon ramdam ko ang ngalay at sakit ng braso ko whooo pfizer booster,Pfizer,0
486,2021-12-01 20:44:00,mandatory post ng booster shot lalo na at pfizer ang booster ko flex charot hahahahahahahaha https://tco/6e1vkxexs5,Pfizer,0
487,2021-12-01 20:00:00,gago sakit sa braso pfizer,Pfizer,0
488,2021-12-02 09:03:00,ok ngalay at may slight pain yung pinagturukang arm sakin ng booster shot and antoks as in had throbbing headache kanina pero ininuman ko na ng paracetamol pfizer,Pfizer,0
489,2021-12-02 09:02:00,bakunado protektado got my first dose of pfizer today so far okay naman ung braso ko — parang kinagat lang ng dinosaur roar hahahahaha vaccinated first dose pfizer https://tco/mre7sx9bnp,Pfizer,0
490,2021-12-03 18:00:00,natapos narin sawakas pfizer enchanted kingdom https://tco/sbljkhfweb,Pfizer,0
491,2021-12-03 12:30:00,alagang pfizer haha,Pfizer,0
492,2021-12-03 11:30:00,got my booster shot shoutout sa mukhang tawilis na sinasabing expired na vaccine ko eto na oh hahahaha booster shot pfizer https://tco/ll6ditpaua,Pfizer,1
493,2021-12-04 23:03:00,labanan ang covid19 at omicron na yan basta bakunado protektado booster pfizer https://tco/1ek3rtylsz,Pfizer,1
494,2021-12-05 09:07:00,done pa vaccine na din kayo pfizer https://tco/lnvvo2qwaa,Pfizer,1
495,2021-12-06 03:50:00,second dose iba na ang maaga fight covid19 pfizer https://tco/lk9kv2e0ah,Pfizer,1
496,2021-12-06 17:26:00,sakit eh kaninang madaling araw kala ko dina titigil hanep awit lods pfizer,Pfizer,0
497,2021-12-05 11:16:00,kuya brixen's first dose pfizer https://tco/blasmz8usc,Pfizer,1
498,2021-12-04 14:15:00,ang sakit ng braso ko ramdam ko na ikaw pa rin talaga ang mahal ko first dose pfizer,Pfizer,0
499,2021-12-04 19:48:00,nakangiti lang ako pero ang sakit sakit na ang sakit ng braso at ulo ko dahil sa vaccine hahahahhahahhah got my first dose kahapon pfizer pavaccine na po tayong lahat para pandagdag protection po stay safe pfizer,Pfizer,0
500,2021-12-06 16:11:00,tangina ganto pala maging zombie pfizer,Pfizer,0
501,2021-12-06 14:01:00,tubig lang ata tinurok saken booster shot pfizer,Pfizer,0
502,2021-12-05 19:31:00,ready na po ulit ako magpa bakuna get vaccinated pfizer https://tco/duwa3glsw1,Pfizer,1
503,2021-12-07 13:31:00,yesss fully vaccinated na ako wap yassification pfizer,Pfizer,1
504,2021-12-07 17:47:00,"got their first jab good job my dears kuya is seventeen and bunso is twelve sakto pasok sa cut-off wala namang harsh effect except mabigat sa kamay 
pfizer vaccinated https://tco/pneiljjx86",Pfizer,1
505,2021-12-07 20:28:00,first day of december got my first doze vaccinated resbakuna pfizer-nbiotech vaccine https://tco/3v879uaacw,Pfizer,1
506,2021-12-10 21:51:00,i'm officially vaccinated resbakuna pfizer vaccine https://tco/y4t5wra57g,Pfizer,1
507,2021-12-08 04:16:00,got pfizer’d booster shot resbakuna https://tco/wm14wzqaoy,Pfizer,1
508,2021-12-10 02:59:00,got my pfizer booster shot today heart resbakuna,Pfizer,1
509,2021-12-08 02:19:00,naka isa na welcome to the zombie world covid19 vaccine resbakuna pfizer https://tco/wztgqf5mhu,Pfizer,1
510,2021-12-08 15:22:00,just got my booster pfizer after two doses of sinovac get yourself vaccinated rn and help end this pandemic resbakuna vaccination vaccinated https://tco/bxwbx153ro,Pfizer,1
511,2021-12-08 15:19:00,just volunteered as screener for a couple of hours and also got my pfizer booster jab thank you thank you to taal lgu resbakuna national vaccination day vaccine saves lives https://tco/25m4kezvyn,Pfizer,1
512,2021-12-08 11:35:00,congrats self second dose of pfizer fully vaccinated resbakuna pfizer,Pfizer,1
513,2021-12-06 21:30:00,so i got my booster shot earlier this week i got moderna my initial two shots were pfizer afterwards i had a sore arm for two days that is all,Pfizer,0
514,2021-12-06 19:45:00,this injury has been brought to you by pfizer https://tco/1bzqrenfvk,Pfizer,0
515,2021-12-06 13:53:00,darn i forgot to activate my pfizer covid booster jab on twitter here we go a day late hope it still works seriously though i've felt wiped out today arm aches at the jab site - hope i feel better tomorrow because i am meant to be cooking the sunday roast,Pfizer,0
516,2021-12-05 17:00:00,time to go booster up pfizer,Pfizer,0
517,2021-12-04 23:00:00,third dose i’m still waiting for my superpowers pfizer,Pfizer,1
518,2021-12-09 09:44:00,boosted pfizer,Pfizer,1
519,2021-12-09 09:30:00,well that's me the wife and father-in-law boosted yay team pfizer stop the spread https://tco/uhtdmknauk,Pfizer,1
520,2021-12-09 12:30:00,pfizer needs to be shut down how could you prick your child with this poison https://tco/xcwl6kvbrm,Pfizer,0
521,2021-12-06 11:30:00,nothing to see here keep getting those boosters to ensure your freedom pfizergate pfizer booster shots https://tco/vu6cildlxr,Pfizer,1
522,2021-12-07 10:19:00,funny but not really pfizer adverse reactions https://tco/rkzlqzyvnp,Pfizer,0
523,2021-12-07 09:18:00,all i want right now is my boyfriend and some pad thai everything hurts and i’m exhausted but i can’t sleep because everything hurts booster pfizer misery ,Pfizer,0
524,2021-11-08 09:00:00,anecdotal evidence suggests being double-vaxx antibodies are of minimal use in preventing infection by omicron although the gsk vaccine is supposed to be better govt policy is to boost with pfizer or moderna because they're better at priming tcells to fight infection,Pfizer,1
525,2021-12-10 08:34:00,all done with her second vaccination heart get vaccinated now covid vaccine pfizer super powers activate https://tco/uempnx7zj9,Pfizer,1
526,2021-12-10 14:40:00,i got my pfizer booster shot and flu shot on thursday at noon i was achy and tired all day yesterday and slept for about 16 hours straight this morning i feel close to one hundred precent and relieved that i and my family are safer and protected,Pfizer,0
527,2021-12-11 12:03:00,boosted heart pfizer,Pfizer,1
528,2021-12-10 20:36:00,just got boosted booster pfizer boost huge fucking boost vaccines work vaccine boost anti vaxxers are scared of needles ,Pfizer,1
529,2021-12-10 05:39:00,my girls are now fully vaccinated pfizer https://tco/v6h9aea7ra,Pfizer,1
530,2021-12-11 12:44:00,well done deal kids second dose done pfizer,Pfizer,1
531,2021-12-10 11:08:00,boosted I was pfizer woman last week,Pfizer,1
532,2021-12-10 11:22:00,arm feeling a bit sore this pfizer vaccine is strong stuff,Pfizer,0
533,2021-12-11 18:31:00,the covid virus are the tools  the media are the manipulators and the evil politicians are the enforcers they work in tandem to push vaccine mandates and depopulate the world the covid vaccine kills please protect your family and no jabs pfizer vaccine https://tco/hsh3ln7je3,Pfizer,1
534,2021-12-12 21:01:00,yesterday i briefly conversed with an acquaintance who was coughing like crazy and looked pale she is slightly younger than me and is fully vaccinated in contrast i am unvaccinated and have nott coughed in two years i suspect that the pfizer vaccine would fuck up my immune system,Pfizer,0
535,2021-12-12 18:22:00,qatarina has got covid vaccine first dose pfizer good job babygirl heart https://tco/2saawbxgky,Pfizer,1
536,2021-12-12 11:09:00,booster shot activated pfizer booster club,Pfizer,0
537,2021-12-13 05:51:00,"thank you valenzuela city for the fast and friendly booster shot today with mom heart let's get vaccinated pfizer biontech
bakunadong valenzuelano https://tco/wibxcjgr7q",Pfizer,1
538,2021-12-13 18:15:00,"i believe in cutie supremacy answered prayers finally first dose
pfizer biontech pfizer cutie https://tco/b3cezlskfk",Pfizer,1
539,2021-12-14 11:26:00,now we know why the world has to wait fifty-five years for pfizer biontech data  graphine hydroxide contained in all covidvaccines  manufacturers vaccines jabs shots  https://tco/exgfx6iqgp,Pfizer,1
540,2021-12-13 08:04:00,boosted heart i trust the science third dose boosted booster shot vaccinated pfizer biontech,Pfizer,1
541,2021-12-13 06:29:00,finally heart first dose done pfizerbiontech https://tco/qn8yevictp,Pfizer,1
542,2021-12-14 12:47:00,got my third shot of pfizer biontech today ,Pfizer,1
543,2021-12-10 10:17:00,i have had my covid booster shot today pfizerbiontech hope i don't get flu-like symptoms,Pfizer,1
544,2021-12-11 07:34:00,boosted covid vacccine vaccinated pfizer vaccine pfizerb iontech comirnaty covid19 https://tco/xe5qrnq9ue,Pfizer,1
545,2021-12-10 16:58:00,booster shot done thank you pfizerbiontech https://tco/iivudvx5jq,Pfizer,1
546,2021-12-13 08:18:00,all covid-19 boosters work while most studies show immunogenicity with mrna-based boosters ie pfizer moderna regardless of primary series all boosters show antibody titers schedule your booster shot with your lgu or health facility resbakuna covid19 https://tco/oz30upw6dx,Pfizer,1
547,2021-12-13 12:23:00,thanks god i just got my second dose of vaccine today heart finally i am fully vaccinated  pfizer fully vaccinated get vaccinated to be protected resbakuna https://tco/twd6i9xojn,Pfizer,1
548,2021-12-14 00:58:00,"buti na lang talaga at hindi pinakinggan ng national government yung dating executive ng pfizer or doctor na naging parte ng iatf

covid19 covid19 vaccine sinovac thursday thoughts",Pfizer,0
549,2021-12-14 19:42:00,booster shot vaccination resbakuna pfizer https://tco/ednv9kwro2,Pfizer,1
550,2021-12-15 19:05:00,first day of december got my first dose vaccinated resbakuna pfizer-nbiotech vaccine https://tco/3v879uaacw,Pfizer,1
551,2021-12-13 18:08:00,i am officially vaccinated resbakuna pfizer vaccine https://tco/y4t5wra57g,Pfizer,1
552,2021-12-14 13:58:00,got my pfizer booster shot today resbakuna,Pfizer,1
553,2021-12-13 03:24:00,fully vaccinated na yan pfizer https://tco/vknr30t8b8,Pfizer,1
554,2021-11-14 02:46:00,fully vaxx pfizer road to zero ?? https://tco/6j9riuopyz,Pfizer,1
555,2021-11-15 17:52:00,my bunsoy is now fully vaccinated pfizer pfizer second dose vaccinated today fully vacinnated fully vaccinated pfizer https://tco/jtsqlbmeha,Pfizer,1
556,2021-11-15 12:35:00,bigat mo di na  ikaw yung dating nakilala kong vaccine pfizer,Pfizer,0
557,2021-12-14 12:15:00,nilagnat sa booster pfizer,Pfizer,0
558,2021-12-16 18:26:00,bigat na ng kaliwang braso ko booster shot pfizer,Pfizer,0
559,2021-12-16 18:15:00,so ayun sa kabilang side na naman ako matutulog at namimigat na naman left shoulder ko pfizer vaccine booster,Pfizer,0
560,2021-12-16 12:51:00,ramdam ko na ang sakit ah booster vaccine pfizer,Pfizer,0
561,2021-12-15 22:00:00,yehey thank god magpapabakuna ka or hindi kayo magkikita ng jowa mo o anong mas masakit hahahahaha chariz finally fully vaxxed pfizer https://tco/yds06ittce,Pfizer,1
562,2021-12-16 20:02:00,ang sakit pala sa ulo ang second dose pfizer vaccine,Pfizer,0
563,2021-12-17 19:54:00,ramdam ko na yung sakit covid vaccine pfizer vaccine,Pfizer,0
564,2021-12-16 19:41:00,yahoo fully vaccinated pfizer https://tco/dzjopndlgw,Pfizer,1
565,2021-12-18 03:04:00,booster shot done pfizer https://tco/yh4qjewnpb,Pfizer,1
566,2021-12-17 20:37:00,waiting for second dose vaccine pfizer https://tco/zmefla7myt,Pfizer,1
567,2021-12-18 19:53:00,fully vaccinated today pfizer,Pfizer,1
568,2021-12-19 19:48:00,booster day pfizer’d https://tco/zia10eegwo,Pfizer,0
569,2021-12-18 19:47:00,finally had my booster shot pfizerbooster road to herd immunity https://tco/ot4mu2xlgn,Pfizer,1
570,2021-12-19 20:00:00,putangina mo second dose masyado ka nang masaket pfizer second dose,Pfizer,1
571,2021-12-20 18:28:00,fully vaccinated na sila  good job mga anak  daddy dutiesroad to zero I love taguig fully vaccinated pfizer https://tco/ofcscptwd2,Pfizer,1
572,2021-12-19 17:55:00,added protection huwag matakot magpabakuna smile booster shots  booster  pfizer kakampink https://tco/op4bls84fp,Pfizer,1
573,2021-12-19 16:57:00,puta ang sakit ng braso at sobrang bigat ng ulo ko pfizer second dose,Pfizer,0
574,2021-12-22 16:08:00,hahahaha tyranny pfizer https://tco/c2ubh8ee8p,Pfizer,0
575,2021-12-22 14:49:00,day two still sick on-going fever booster jab year ender pfizer https://tco/5zckjfcnow,Pfizer,0
576,2021-12-22 14:35:00,booster shot done  yey pfizer,Pfizer,1
577,2021-12-21 13:36:00,"done my pfizer booster covid vacccine covid19 vacccine covid booster 
get vaccinated for  your protection and to your famiy and others too city https://tco/pf2qsnajtb",Pfizer,1
578,2021-12-21 13:35:00,body ache fever colds and chills at four in the morning is my body's way of coping with the third jab this too shall pass booster jab pfizer,Pfizer,0
579,2021-12-21 12:00:00,sakit naman sobrang sakit sakit ng braso ko booster shot pfizer,Pfizer,0
580,2021-12-21 11:01:00,makakapag second dose na din sa wakas pfizer https://tco/ct92y247x1,Pfizer,1
581,2021-12-21 10:53:00,aray masakit sa braso sana di mag fever  pfizer booster dose,Pfizer,0
582,2021-12-22 01:07:00,monday grind go get your shots resbakuna pfizer https://tco/0iij7w8cyx,Pfizer,1
583,2021-12-23 16:09:00,starting my new year with a pfizer booster shot let's all get vaccinated for a better 2022 covid vacccine resbakuna vaccineworks https://tco/bxaoikhydm,Pfizer,1
584,2021-12-23 23:42:00,okay so mukhang di sanay katawan ko sa sosyaling bakuna kaya ako nilagnat but am fine now stronger than yesterday pfizer,Pfizer,0
585,2021-12-23 03:06:00,hilanat starts now hahahaha booster jab pfizer https://tco/8v47wjho5b,Pfizer,0
586,2021-12-24 19:50:00,booster shots done nakaswerte ako sa pfizer kahapon mahabang kwento hehehe pfizer babies na kami ni mommy pfizer booster vaccination done vaccinated https://tco/lg3uati7h1,Pfizer,1
587,2021-12-24 18:28:00,3 days nako nilagnat sakit pa katawan ko booster shot pfizer,Pfizer,0
588,2021-12-26 04:00:00,okay lang ma-basted basta boosted isang paalala mula kay tito vic get vaccinated or boosted now omicron covid19 pfizer vaccine delta pandemic https://tco/p6hvjb1yob,Pfizer,1
589,2021-12-24 00:13:00,legit yong sakit ng braso ko para akong lalagnatin na ewan pfizer booster,Pfizer,0
590,2021-12-23 17:49:00,dear sinovac & pfizer my booster idamay na din natin lahat ng brand ng bakuna umayos kayo ha work work work kayo lalo ngayong may surge and ofc we gotta do our part din to practice health protocols sa mga makakabasa neto doble ingat po tayo,Pfizer,1
591,2021-12-23 09:36:00,finally done with my booster shot  booster dose pfizer pfizer booster https://tco/4kqqf4kycf,Pfizer,1
592,2021-12-22 20:58:00,got my booster shot i am now pfizer’d be well stay safe thank you taguig road to zero pfizer https://tco/ilnbp6gxu9,Pfizer,1
593,2021-12-24 17:16:00,it is safe and you can not get safer than safe pfizer booster shots bakunadong valenzuelano https://tco/5pm0j5zhsu,Pfizer,1
594,2021-12-24 10:55:00,got my booster shot pfizerbiontech https://tco/farksvw4me,Pfizer,1
595,2021-12-24 16:02:00,natapos din  booster jab pfizer https://tco/svv9uhexi8,Pfizer,0
596,2021-12-24 19:48:00,sobrang bigat sa pakiramdam booster pfizer,Pfizer,0
597,2021-12-23 18:19:00,done na sa pagpapa booster booster pfizer,Pfizer,1
598,2021-12-22 16:41:00,shocks malala pala side effect ng pfizer vaccine booster dose pfizer booster done,Pfizer,0
599,2021-12-21 14:01:00,para akong lalagnatin pfizer,Pfizer,0
600,2021-12-22 13:31:00,four in the afternoon hanggang six in the mornign ang tulog fourteen hours grabe ang pagod pfizer vaccine,Pfizer,0
601,2021-12-25 14:11:00,body temp three hundred seventy-eight pero hindi nmn ako nag chill or nahihilo or anything mainit lang tlga ko sana mawala na yung fever ko booster shot pfizer,Pfizer,0
602,2021-12-25 18:15:00,sakit ng kasu-kasuhan ko ha booster pa nga from pfizer to astrazeneca buti na lang friday ako nagpaturok pahinga ngayong weekends,Pfizer,0
603,2021-12-22 23:42:00,"lulubog lilitaw na sakit at lagnat now on its second day booster jab pfizer
",Pfizer,0
604,2021-12-25 03:06:00,sobrang sakit ng ulo ko dahil sa booster shot pero mas masakit ata yung braso hahaha pfizer,Pfizer,0
605,2021-12-21 19:50:00,ngalay at mainit ang braso ko pfizer https://tco/wfrl8w9sz7,Pfizer,0
606,2021-12-23 18:28:00,sakit ulo sakit katawan hays third dose covid vaccine pfizer,Pfizer,0
607,2021-12-25 04:00:00,sobrang sakit ng braso ko booster shot pfizer,Pfizer,0
608,2021-12-22 00:13:00,grabe ka pfizer booster shot ang bigat mo sa braso hanggang ngayon ramdam kita yun sinovac na first two doses ko saglit lang nawala agad sakit pfizer booster jab,Pfizer,0
609,2021-12-27 19:00:00,ang bigat ng braso ko pfizer booster,Pfizer,0
610,2021-12-27 14:06:00,side effect is real fever and bodyache booster shot pfizer,Pfizer,0
611,2021-12-26 10:23:00,nagiinit nko ng konti booster jab pfizer ,Pfizer,0
612,2021-12-26 10:20:00,di ako maka move on sa pa spicy flavor na bakuna ng pfizer dios ko po napakahapdi booster shot covid19 vaccine pfizer,Pfizer,1
