,Unnamed: 0,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id,Unnamed: 12,Sentiment
516,516,2022-01-27 21:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Dahil sa pagtutulungan ng lahat ng sektor sa Boston, Davao Oriental, hindi nahirapan ang lokal na pamahalaan dito na magpatupad ng programa ukol sa bakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/wTJ47g8gP9",,,0.0,1.48669297267025e+18,,1
517,517,2022-01-27 20:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Episyente ang lokal na pamahalaan sa pamamahagi ng tamang impormasyon kaya marami nang nabakunahan sa Boston, Davao Oriental.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/ayDA0t8Ywg",,,0.0,1.48667787081451e+18,,1
518,518,2022-01-27 18:43:33,Melvin,37767826,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @pcoogov: TINGNAN: Ayon sa @ntfcovid19ph dumating na sa NAIA Terminal 3 nitong Enero 26,  ang 1,023,750 Pfizer vaccine doses na binili n�",,,3.0,1.4866510816313e+18,,1
519,519,2022-01-27 18:37:22,Presidential Communications Operations Office,192849591,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"TINGNAN: Ayon sa @ntfcovid19ph dumating na sa NAIA Terminal 3 nitong Enero 26,  ang 1,023,750 Pfizer vaccine doses na binili ng gobyerno mula sa loan sa World Bank.

#workingPCOO
#RESBAKUNA+
#WeRiseAsOne https://t.co/c2q6MilhGf",,,3.0,1.48664952693701e+18,,1
520,520,2022-01-27 18:02:02,Karkinos Crimson,1.47506056457336E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48664063562492e+18,,1
521,521,2022-01-27 16:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"90-Percent na ang fully-vaccinated sa Bayan ng Boston, Davao Oriental.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/E5OrjfAGlX",,,0.0,1.48661747283288e+18,,1
522,522,2022-01-27 15:05:04,Department of Health,186347409,DOHgovph,186347409.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Ligtas, epektibo, at libre lang ang mga bakuna kontra COVID-19 kaya magpa-ResBakuna na! Magpa-booster shot na rin kung eligible ka na! 

#RESBAKUNA
#BIDABakunation
#BIDASolusyonPlus",,,2.0,1.48659609894049e+18,,1
523,523,2022-01-27 13:29:56,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan bukas, 28 January: https://t.co/AigBACn0Pq

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/FTC9P6ROf3",,,0.0,1.4865721603783e+18,,1
524,524,2022-01-27 13:07:43,NikOfTime,43342709,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @bokulife: sa mga eligble for COVID-19 vaccine booster shots na . wala po masyadong pila today sa Vilar Sipag .

punta po kayo mga taga�",,,2.0,1.48656656810858e+18,,1
525,525,2022-01-27 12:56:46,Jerald Uy,114805155,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @bokulife: sa mga eligble for COVID-19 vaccine booster shots na . wala po masyadong pila today sa Vilar Sipag .

punta po kayo mga taga�",,,2.0,1.48656381090765e+18,,1
526,526,2022-01-27 11:55:13,Kevin,79094309,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"sa mga eligble for COVID-19 vaccine booster shots na . wala po masyadong pila today sa Vilar Sipag .

punta po kayo mga taga Las Pinas residents ? 

#Resbakuna #COVID19VACCINE #COVID19VACCINEPH",,,2.0,1.48654832258838e+18,,1
527,527,2022-01-27 09:41:03,PIA Central Visayas,355241992,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Sa atong pang adlaw-adlaw nga ginabuhat sama sa pag panarbaho ug lain pang kalihukan, dili gyud malikayan nga kita maka sugat og maka kuyog og lain-laing tawo ug tungod niini anaa ang hulga nga kita matakdan sa Covid-19.
#RESBAKUNA
#BIDASolusyon Plus sa COVID-19 https://t.co/ldz7ICGnkc",,,0.0,1.48651455819371e+18,,0
528,528,2022-01-27 09:04:12,Police Station 11,1.14917758415799E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10.0,1.48650528590453e+18,,1
529,529,2022-01-27 08:28:07,Baroy MPS,1.2886041174983E+018,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10.0,1.48649620367189e+18,,1
530,530,2022-01-27 08:00:00,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 197,523 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 185,580 na ang nakakumpleto ng dalawang doses at 42,894 na ang nakatanggap ng booster.

#RESBAKUNA
#BIDABakunation
#BIDASolusyon+ https://t.co/TY8eHvNE7C",,,0.0,1.48648912801111e+18,,1
531,531,2022-01-27 00:20:47,G A B,1.36547853419449E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48637356411496e+18,,1
532,532,2022-01-27 00:17:25,Gerardus for #BBMSARA2020 !,315003610,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48637271347653e+18,,1
533,533,2022-01-26 23:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Nahirapan man ang lokal na pamahalaan, malaking bahagi na ng populasyon ng Talisayan, Misamis Oriental ang nabakunahan na.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/rT7dL2R9n3",,,0.0,1.48636078386899e+18,,1
534,534,2022-01-26 22:30:01,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Nagpabakuna na ang mga opisyal ng Sangguniang Kabataan ng Dumalinao, Zamboanga del Sur upang magsilbing halimbawa at makahikayat ng kapwa nila kabataan na magpabakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/unWq1e4WTT",,,0.0,1.4863456853644e+18,,1
535,535,2022-01-26 21:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Kaagapay ng lokal na pamahalaan ang Sangguniang Kabataan ng Dumalinao, Zamboanga del Sur sa panghihikayat ng mga kabataan na magpabakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/nroVxwbd1J",,,0.0,1.48633058251049e+18,,1
536,536,2022-01-26 21:00:01,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Alamin ang mga requirement bilang paghahanda sa COVID-19 vaccination ng mga anak na menor de edad.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/NjAkJ14Ued",,,0.0,1.48632303830808e+18,,1
537,537,2022-01-26 20:08:47,PIA Gitnang Luzon,846487933,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"TIGNAN: Nasa 588,689 na ang nakatanggap ng first dose sa Bataan habang 538,778 naman ang fully vaccinated na. Nasa 93,792 na din ang tumanggap ng booster shot. 

#RESBAKUNA  
#BIDABakunation  
#BIDASolusyon+
#explainexplainexplain https://t.co/VWA5NlHBEg",,,0.0,1.48631014321404e+18,,1
538,538,2022-01-26 18:04:16,Guillermina Lalic Barrido,1.32498575946449E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48627881083238e+18,,1
539,539,2022-01-26 17:49:34,Kuya,1.28123314298082E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIADesk: Mga batang allergic sa antibiotics, ligtas na mabakunahan laban sa COVID-19.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #Expl�",,,1.0,1.48627510885118e+18,,1
540,540,2022-01-26 17:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Know your COVID-19 Vaccines! ?
Narito ang mga dapat mong malaman sa mga bakuna kontra COVID-19.
 
Bisitahin ang https://t.co/3kq5MZcPPZ para sa iba pang impormasyon ukol sa mga bakuna kontra COVID-19 sa Pilipinas! ?
#RESBAKUNA
#BIDABakunation
#BIDASolusyonPlus https://t.co/KBh1KtCYIU",,,0.0,1.486270184491e+18,,1
541,541,2022-01-26 17:00:00,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Mga batang allergic sa antibiotics, ligtas na mabakunahan laban sa COVID-19.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/eMR9PRmUFx",,,1.0,1.48626263487365e+18,,1
542,542,2022-01-26 16:43:02,PIA Central Visayas,355241992,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Karon nga nagkataas ang kaso sa Covid-19, kinahanglan gayud nga anaa kitay dugang proteksyon batok sa maong sakit og usa ka pamaagi niini ang pag ba booster shot.

#InformInformInform
#BIDASolusyonPlus
#RESBAKUNA https://t.co/XZkQM9OsiD",,,0.0,1.48625836440147e+18,,0
543,543,2022-01-26 16:00:01,AksyonQC,1.28502018176553E+018,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Kaya 'pag Astrazeneca ang bakuna, 'wag nang magpatumpik-tumpik pa! Pabakuna ka na! ?

#SamaSamaTayongUmaksyon
#QCProtekTODO
#ResBakuna https://t.co/9QuVOsiDc9",,,0.0,1.48624754003085e+18,,1
544,544,2022-01-26 16:00:00,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Maraming benepisyo ang pagbabakuna sa mga edad 5 to 11 laban sa COVID-19.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/ijEjLesg98",,,0.0,1.48624753709074e+18,,1
545,545,2022-01-26 15:57:15,Zamboanga City Mobile Force Company,1.14912642622376E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10.0,1.48624684247643e+18,,1
546,546,2022-01-26 15:06:24,j. jhaicah,1.44723691309029E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48623404862867e+18,,1
547,547,2022-01-26 15:00:01,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Alamin ang mga COVID-19 vaccine na ligtas na para sa mga menor de edad.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/Jy6ATnLW1p",,,0.0,1.48623244110696e+18,,1
548,548,2022-01-26 14:45:58,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan bukas, 27 January: https://t.co/cQHIgYWNBf

MISSED 2ND DOSE
Sputnik - Pwede pong magwalk in sa Tanza Elementary School sa hapon ng January 27.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/PGto1Rr7uQ",,,0.0,1.48622890598417e+18,,1
549,549,2022-01-26 14:41:56,Arthur James,1.17300086523121E+018,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48622789224153e+18,,1
550,550,2022-01-26 14:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Dahil may sariling programa sa pagbabakuna ang lokal na pamahalaan ng Dumalinao, Zamboanga del Sur, handang handa na sila sa pagpapatupad ng programang pang rehiyon.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/yaVvI9J5hY",,,0.0,1.48622488745053e+18,,1
551,551,2022-01-26 13:30:56,PIA Gitnang Luzon,846487933,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Kung mahal mo ang kapwa mo, hindi mo sila hahayaang malagay sa bingit ng kapahamakan. ??

Ipakita ang pagmamahal at malasakit sa ibang tao sa pagsusuot ng mask! ?

Narito ang mga dapat mong malaman tungol sa pagsusuot ng mask: ?

#RESBAKUNA 
#BIDAAngMayDisiplina https://t.co/xt0laclmBy",,,0.0,1.48621002280809e+18,,0
552,552,2022-01-26 13:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Kaunti na lamang at maaabot na ng lokal na pamahalaan ng Dumalinao, Zamboanga del Sur ang target na bilang na mabakunahan.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/W5LbTpy0am",,,0.0,1.486209787155e+18,,1
553,553,2022-01-26 13:06:13,Brenda_? UP_ADMU_Philosopher_Teacher,107325859,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10.0,1.48620380415265e+18,,1
554,554,2022-01-26 13:04:07,PIA Gitnang Luzon,846487933,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"TIGNAN: Nasa 171,137 na ang nakatanggap ng first dose sa Olongapo habang  147,455 naman ang fully vaccinated na. Nasa 12,533 na din ang tumanggap ng booster shot. 

#RESBAKUNA  
#BIDABakunation  
#BIDASolusyon+
#explainexplainexplain https://t.co/2Bg0jCVKy9",,,0.0,1.48620327419394e+18,,1
555,555,2022-01-26 12:52:37,Bonbee lei,4688815873,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48620038194838e+18,,0
556,556,2022-01-26 12:38:28,Bonbee lei,4688815873,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48619681767079e+18,,1
557,557,2022-01-26 11:42:37,Cicero,2988965126,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10.0,1.4861827625752e+18,,1
558,558,2022-01-26 10:27:38,PIA Central Visayas,355241992,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @PIADesk: Vaccine booster shots, nagbibigay ng dagdag na proteksyon laban sa COVID-19.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #Expl�",,,1.0,1.48616389243471e+18,,1
559,559,2022-01-26 10:00:01,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Vaccine booster shots, nagbibigay ng dagdag na proteksyon laban sa COVID-19.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/hU9hvYzlTS",,,1.0,1.48615694293438e+18,,1
560,560,2022-01-26 09:19:15,Zamboanga City Police Station 9,1707037903,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10.0,1.48614668472793e+18,,1
561,561,2022-01-26 08:31:49,PIA Central Visayas,355241992,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Nipaambit si Dr. Marilyn T. Dee sa iyang suporta ngadto sa mga adbokasiya nga gihimu sa DOH ilabi na ang pamakuna sa mga mabdos og nagpasusong inahan.

#RESBAKUNA
#BIDASolusyon Plus sa COVID-19
#BIDAangMayDisiplina https://t.co/DxaP1e3lZ3",,,0.0,1.48613474629624e+18,,0
562,562,2022-01-26 08:22:36,Maricel LLanes Lao,1.42382812562493E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48613242980698e+18,,0
563,563,2022-01-26 08:22:21,Maricel LLanes Lao,1.42382812562493E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48613236566343e+18,,1
564,564,2022-01-26 08:00:01,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 197,311 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 185,295 na ang nakakumpleto ng dalawang doses at 42,234 na ang nakatanggap ng booster.

#NavoBakuna
#RESBAKUNA
#BIDABakunation
#BIDASolusyon+ https://t.co/akFRhTsvFW",,,0.0,1.48612674292227e+18,,1
565,565,2022-01-26 07:36:01,Maricar Ayawan,1.38370842309985E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48612070685734e+18,,0
566,566,2022-01-26 05:55:38,Jho,7.85916290758312E+017,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48609544171656e+18,,1
567,567,2022-01-26 00:22:09,Anne Faulkerson,1.41209425086759E+018,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48601151863878e+18,,0
568,568,2022-01-26 00:20:43,Gardz Agustin,1.39907283323442E+018,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48601115749221e+18,,0
569,569,2022-01-26 00:20:25,Anne Faulkerson,1.41209425086759E+018,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48601108346715e+18,,1
570,570,2022-01-26 00:15:06,A??R,151510870,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48600974300075e+18,,1
571,571,2022-01-26 00:05:00,Piong,9.3277074705483E+017,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48600720450316e+18,,1
572,572,2022-01-25 23:39:09,Daniel farnacio,3283510417,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48600069750624e+18,,1
573,573,2022-01-25 23:38:36,alecxy,1.44976533930306E+018,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48600055835603e+18,,1
574,574,2022-01-25 23:38:36,alecxy,1.44976533930306E+018,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48600055835602e+18,,0
575,575,2022-01-25 23:28:26,emmz de Leon,3628311374,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48599799888283e+18,,0
576,576,2022-01-25 23:28:16,emmz de Leon,3628311374,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48599796066435e+18,,1
577,577,2022-01-25 23:09:26,Kzar Orpilla,4016610974,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48599322066021e+18,,0
578,578,2022-01-25 22:32:21,Merry-Ann Jamero,1.47329709606518E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48598388576292e+18,,0
579,579,2022-01-25 21:45:50,Presidential Communications Operations Office,192849591,pcoogov,192849591.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Ayon sa kanya, anim (6) na buwan matapos mabakunahan, bumababa ang bisa ng bakuna laban sa virus kaya kailangang kumuha ng booster shot upang makakuha ng higit na proteksyon mula sa virus.

#workingPCOO
#ResBakuna
#WeRiseAsOne",,,1.0,1.48597218011459e+18,,1
580,580,2022-01-25 21:27:19,JoChardShipper,3038612490,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48596752033948e+18,,0
581,581,2022-01-25 21:25:30,1Avillanoza,577832595,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48596706154532e+18,,0
582,582,2022-01-25 21:24:59,JoChardShipper,3038612490,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48596693266296e+18,,1
583,583,2022-01-25 21:24:00,iAmScubaHolic??#DiverYogi??????,178660772,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48596668759784e+18,,1
584,584,2022-01-25 21:22:26,nick lozada,1035137564,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DuterteSara: Know your COVID-19 Vaccines! ?

Bisitahin ang https://t.co/2Q2Ay2BteA para sa iba pang impormasyon ukol sa mga bakuna kont�",,,23.0,1.48596629001168e+18,,0
585,585,2022-01-25 21:22:20,nick lozada,1035137564,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48596626566796e+18,,1
586,586,2022-01-25 21:18:13,Maricar Ayawan,1.38370842309985E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DuterteSara: Guards on tayo laban sa COVID-19 at mga variant nito at maging responsable hindi lang para sa kapakanan at kalusugan ng at�,,,39.0,1.48596522965392e+18,,1
