,Unnamed: 0,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
260,260,2021-12-06 21:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Matagumpay ang Bayanihan Bakunahan sa Mabuhay, Zamboanga Sibugay.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/8sZO7zhJBc",,,0,1.46784880340752e+18
261,261,2021-12-06 20:25:54,poleen??? ):),395147549.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"doon tayo sa bakunado ???
#resbakuna #kasanggangbida

#ARSD #ARMYSelcaDay @BTS_twt ? https://t.co/7gsKT20huD",,,0,1.46783267227816e+18
262,262,2021-12-06 19:50:10,Mary Cristine De Leon,1.36625422548792e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Tara na at magpa RESBAKUNA na

Pahalagahan ang ating kalusugan at   proteksyunan ang ating mga mahal sa buhay

#Resbakuna https://t.co/ea9170AzeL",,,0,1.46782367672471e+18
263,263,2021-12-06 19:45:00,Batangas PIO Capitol,746260297.0,batspiocapitol,746260297.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Isinasagawa ang naturang aktibidad sa DREAM Zone, Capitol Compound, Batangas City, na itinalagang vaccination site ng lalawigan.

December 6, 2021

#BatangasMagiting
#HandaIngatMagiting 
#HugasIwasMask
#COVID19VaccinePH 
#RESBAKUNA
#BIDABakunation
#BIDASolusyon https://t.co/trU9WMFamz",,,0,1.46782238006852e+18
264,264,2021-12-06 13:53:12,NDRRMC,203343685.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @civildefensePH: Narito ang mga posibleng side effect ng bakuna kontra COVID-19. Matapos magpabakuna, kung maaari ay maglaan ng dalawa h�",,,1,1.46773384443857e+18
265,265,2021-12-06 13:53:02,Civil Defense PH,3632673078.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Narito ang mga posibleng side effect ng bakuna kontra COVID-19. Matapos magpabakuna, kung maaari ay maglaan ng dalawa hanggang tatlong araw upang makapagpahinga. 

#BayanihanBakunahan
#Resbakuna
#HeroesGetVaxxed
#BayaniAngBakunado
#BIDABakunation
#BIDASolusyonPlusSaCOVID-19 https://t.co/CskYLEHoj5",,,1,1.46773380415234e+18
266,266,2021-12-05 17:00:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"OFWs sa Middle East, napabakunahan na laban sa COVID-19.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/3ARyEMipmc",,,0,1.46741846731379e+18
267,267,2021-12-05 14:17:44,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Tuloy parin ang pagbabakuna sa mga LGU pagkatapos ng  National Vaccination Days kaya pumunta na sa pinakamalapit na vaccination site sa inyong lugar.

#resbakuna #ligtaschristmas https://t.co/EYS63FW40T",,,0,1.46737762979614e+18
268,268,2021-12-05 01:54:20,Alan p. Esguerra,1.24091799694976e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PTVph: #PTVBalitaNgayon | Dec. 4, 2021 / 1:00 p.m. update

Bilang ng mga nabakunahan sa isinagawang National Vaccination Day, umabot sa�",,,1,1.46719054806262e+18
269,269,2021-12-04 23:00:02,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Adverse effects, maaaring maranasan kung hindi susundin ang guidelines sa pagbibigay ng COVID-19 booster shot.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/hCgCYpH3Lf",,,0,1.46714668485782e+18
270,270,2021-12-04 21:32:41,Joe,1.41280633002535e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @PIADesk: Pinaigting ng National Task Force (NTF) Against COVID-19 ang paghahanda sa posibleng banta ng Omicron variant sa Pilipinas.�,,,2,1.46712470158347e+18
271,271,2021-12-04 21:31:52,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Pinaigting ng National Task Force (NTF) Against COVID-19 ang paghahanda sa posibleng banta ng Omicron variant sa Pilipinas. 
 
https://t.co/GuB4Hdtyj1
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph https://t.co/hIlYX7r5DB",,,2,1.46712449610451e+18
272,272,2021-12-04 20:28:36,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang schedule ng ating pagbabakuna sa 5-11 December 2021. 

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/6ibAgWWXod",,,0,1.46710857395192e+18
273,273,2021-12-04 19:50:57,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Nagbabakuna po tayo kahit Sabado. Parati pong icheck ang vaccination schedule na ipinopost natin dito sa Navoteno Ako Facebook page.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/kkKhIK2jYm",,,0,1.46709910198868e+18
274,274,2021-12-04 18:53:30,Casey,4169759113.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"#doh #RESBAKUNA Kung may cash incentive siguro magpapa vaccine, marami ma encourage. tanggalin ayuda, bigyan cash ang mga magpa vaccine til second dose. opinyon ko lang.",,,0,1.46708464088449e+18
275,275,2021-12-04 17:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Bayanihan Bakunahan, may kasamang pa-raffle sa Arteche, Eastern Samar.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/PafzwnLCp4",,,0,1.46706362935069e+18
276,276,2021-12-12 20:09:31,juio_hztttao2215,8.32316636472418e+17,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIADesk: Wala pang naitatala na nasawi dahil sa pagpapaturok ng COVID-19 vaccine.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExp�",,,3,1.47000287689037e+18
277,277,2021-12-12 11:00:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Naabot na ang target na population protection sa Tagaytay City.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/bvxbcFlyfY",,,0,1.46986458457193e+18
278,278,2021-12-12 09:00:01,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Wala ngang COVID-19, malalang adverse effect naman ang kahaharapin kapag ang third COVID-19 vaccine shot at booster dose ay minadali.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/uwRHCPPAWB",,,0,1.4698343903185e+18
279,279,2021-12-12 08:34:22,GaVrex,7.66941634151932e+17,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIADesk: Wala pang naitatala na nasawi dahil sa pagpapaturok ng COVID-19 vaccine.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExp�",,,3,1.46982793596859e+18
280,280,2021-12-11 22:00:02,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Wala pang naitatala na nasawi dahil sa pagpapaturok ng COVID-19 vaccine.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/SPLYACVlub",,,3,1.46966830124037e+18
281,281,2021-12-11 14:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Dumadami na ang kabataang nababakunahan sa Brgy. Baras, San Miguel, Surigao del Sur.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/oiZz2zJ0ze",,,0,1.46955504414406e+18
282,282,2021-12-11 12:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Ipinagmalaki ni Provincial Administrator Esmeraldo Raymundo na lumampas pa sa target  ang bilang ng nabakunahan sa Surigao del Sur sa idinaos na Bayanihan, Bakunahan.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/Iz21tfUtm3",,,0,1.46952484633787e+18
283,283,2021-12-11 11:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Basahin ang target na bilang ng lokal na pamahalaan ng Surigao Del Sur sa ikalawang round ng Bayanihan Bakunahan

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/WyvLhaP11C",,,0,1.46950974726716e+18
284,284,2021-12-11 10:40:27,Shas Fuentecilla,2780260122.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @PIADesk: Inihayag ni Surigao Del Sur Provincial Adminstrator Esmeraldo Raymundo ang naging problema nila sa pagbabakuna at kung paano n�,,,1,1.46949727588621e+18
285,285,2021-12-11 10:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Inihayag ni Surigao Del Sur Provincial Adminstrator Esmeraldo Raymundo ang naging problema nila sa pagbabakuna at kung paano nila niresolba ito

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/uPEtFuLVqa",,,1,1.46949464781067e+18
286,286,2021-12-11 06:00:01,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 187,187 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 167,423 na ang nakakumpleto ng dalawang doses at 4,905 na ang nakatanggap ng booster.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/acgVeUeEls",,,0,1.46942670261919e+18
287,287,2021-12-10 21:51:35,bbmsara uniteam2022,3288736278.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIADesk: Mga lugar sa NCR Plus 8, nakamit na ang herd immunity laban sa COVID-19 dahil sa tuloy-tuloy na pagbabakuna.
 
#RESBAKUNA #BID�",,,1,1.46930378533622e+18
288,288,2021-12-10 21:07:28,Batangas PIO Capitol,746260297.0,batspiocapitol,746260297.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Isinagawa ang naturang aktibidad ngayong araw, ika-10 ng Disyembre 2021, sa DREAM Zone, Capitol Compound, Batangas City, na itinalagang vaccination site ng lalawigan.

#BatangasMagiting
#HugasIwasMask
#COVID19VaccinePH 
#RESBAKUNA
#BIDABakunation
#BIDASolusyon https://t.co/Zug5oEF9nq",,,0,1.46929268534977e+18
289,289,2021-12-10 18:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Pagpapatupad ng Mandatory vaccination sa Surigao del Sur, nilinaw na hindi paglabag sa human rights ng mga manggagawa.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/9dtN1OS4hJ",,,0,1.46925305474669e+18
290,290,2021-12-10 18:21:56,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Nagbukas po tayo ng slots bukas, 11 December 2021, para sa Pfizer booster para sa mga kabilang sa Priority Group A3 o mga may comorbidity. Magpa-schedule po sa https://t.co/85OtP5oadL

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/xbWMFOnBBH",,,0,1.46925102685516e+18
291,291,2021-12-10 16:00:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Mga lugar sa NCR Plus 8, nakamit na ang herd immunity laban sa COVID-19 dahil sa tuloy-tuloy na pagbabakuna.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/vRmKzxRY1D",,,1,1.46921530639237e+18
292,292,2021-12-10 12:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Ang lokal na pamahalaan na mismo ang pumupunta sa mga barangay upang mailapit ang bakuna sa mga mamamayan ng Surallah, South Cotabato.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/FNKncUv9Hl",,,0,1.46916245908063e+18
293,293,2021-12-10 11:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Inihayag ni Vice Mayor Pinky Divinagracia na maganda ang resulta ng kampanya ng pamahalaan kaya maraming nabakunahan sa Surallah, South Cotabato

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/CEgAtoatfE",,,0,1.46914735852496e+18
294,294,2021-12-10 08:19:22,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 186,925 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 166,502 na ang nakakumpleto ng dalawang doses at 4,651 na ang nakatanggap ng booster.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/cvNzqIawge",,,0,1.46909938412614e+18
295,295,2021-12-09 21:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Sa 2nd batch ng Bayanihan Bakunahan, mismong LGU na ang magpupunta sa mga barangay nila sa Surallah, South Cotabato.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/etfSRhpG8g",,,0,1.46893596629536e+18
296,296,2021-12-09 21:06:36,R????? O????A ?,1293782659.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @batspiocapitol: Isinasagawa ang naturang aktibidad sa DREAM Zone, Capitol Compound, Batangas City, na itinalagang vaccination site ng l�",,,1,1.46893007629303e+18
297,297,2021-12-09 19:15:02,Batangas PIO Capitol,746260297.0,batspiocapitol,746260297.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Isinasagawa ang naturang aktibidad sa DREAM Zone, Capitol Compound, Batangas City, na itinalagang vaccination site ng lalawigan.
December 9, 2021

#BatangasMagiting
#HandaIngatMagiting 
#HugasIwasMask
#COVID19VaccinePH 
#RESBAKUNA
#BIDABakunation
#BIDASolusyon https://t.co/8oJBXWMn2X",,,1,1.46890200038574e+18
298,298,2021-12-09 17:49:47,Navotas City,150876668.0,Navotas_City,150876668.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Tatlong sites din ang binuksan para sa mga naka-schedule ng 2nd dose ng Astrazeneca at mga nag-walk in para sa 1st o booster dose ng parehong bakuna. 

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/RF4ZDl2h1W",,,0,1.46888054886121e+18
299,299,2021-12-09 12:13:28,J A N D i ?,961599067.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Gaisano, Iligan #BidaBakunation https://t.co/dE3mcaqqLy",,,0,1.46879590929128e+18
300,300,2021-12-09 09:44:59,NDRRMC,203343685.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @civildefensePH: Matapos ang unang batch ng National Vaccination Days sa bansa, narito ang ilan sa mga kababayan natin na nakatanggap ng�",,,1,1.46875854250917e+18
301,301,2021-12-09 09:44:35,Civil Defense PH,3632673078.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Matapos ang unang batch ng National Vaccination Days sa bansa, narito ang ilan sa mga kababayan natin na nakatanggap ng bakuna laban sa COVID-19. 

#BayanihanBakunahan
#Resbakuna
#HeroesGetVaxxed
#BayaniAngBakunado
#BIDABakunation
#BIDASolusyonPlusSaCOVID19 https://t.co/CQ39XUthPj",,,1,1.46875844067992e+18
302,302,2021-12-09 09:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Nakahanda ang Sangguniang Kabataan ng Davao City upang muling tumulong sa lokal na pamahalaan sa pagbabakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/D16a4LD28w",,,0,1.46875477100779e+18
303,303,2021-12-09 08:52:35,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 186,776 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 165,487 na ang nakakumpleto ng dalawang doses at 4,541 na ang nakatanggap ng booster.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/6VBwJsLhnY",,,0,1.46874535482887e+18
304,304,2021-12-08 23:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Nakatitiyak si Mayor Virginia Perandos  na malapit na nilang makamit ang herd immunity sa Carmen, Davao del Norte

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/87b0TqB5Y2",,,0,1.46860377721744e+18
305,305,2021-12-08 22:30:01,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Basahin ang update ni Mayor Virginia Perandos ukol sa bilang ng mga nabakunahan sa Carmen, Davao del Norte.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/OHOrHH4VeX",,,0,1.46858868104064e+18
306,306,2021-12-08 12:00:01,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Demand generation ng DOH, patuloy para sa COVID-19 vaccines.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/wEjMB8bx7M",,,0,1.46843013590495e+18
307,307,2021-12-08 09:00:00,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 186,588 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 164,279 na ang nakakumpleto ng dalawang doses at 4,363 na ang nakatanggap ng booster.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/3L64WMVD4X",,,0,1.4683848349471e+18
308,308,2021-12-07 19:30:39,Batangas PIO Capitol,746260297.0,batspiocapitol,746260297.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Isinasagawa ang naturang aktibidad sa DREAM Zone, Capitol Compound, Batangas City, na itinalagang vaccination site ng lalawigan.

December 7, 2021

#BatangasMagiting
#HandaIngatMagiting 
#HugasIwasMask
#COVID19VaccinePH 
#RESBAKUNA
#BIDABakunation
#BIDASolusyon https://t.co/pSS2cEFJdn",,,0,1.46818115674741e+18
309,309,2021-12-07 17:53:52,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"TIGNAN: Nasa 525,361 na ang nakatanggap ng first dose sa Bataan habang 392,284 naman ang fully vaccinated na. Nasa 10,260 na din ang tumanggap ng booster shot. 

#RESBAKUNA  
#BIDABakunation  
#BIDASolusyon+
#explainexplainexplain https://t.co/68qj5D4eO2",,,0,1.46815679947618e+18
310,310,2021-12-07 09:00:01,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 186,168 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 163,126 na ang nakakumpleto ng dalawang doses at 4,055 na ang nakatanggap ng booster.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/frx3uEJvrm",,,0,1.46802245260523e+18
311,311,2021-12-06 21:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Matagumpay ang Bayanihan Bakunahan sa Mabuhay, Zamboanga Sibugay.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/8sZO7zhJBc",,,0,1.46784880340752e+18
312,312,2021-12-06 19:45:00,Batangas PIO Capitol,746260297.0,batspiocapitol,746260297.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Isinasagawa ang naturang aktibidad sa DREAM Zone, Capitol Compound, Batangas City, na itinalagang vaccination site ng lalawigan.

December 6, 2021

#BatangasMagiting
#HandaIngatMagiting 
#HugasIwasMask
#COVID19VaccinePH 
#RESBAKUNA
#BIDABakunation
#BIDASolusyon https://t.co/trU9WMFamz",,,0,1.46782238006852e+18
313,313,2021-12-06 13:53:12,NDRRMC,203343685.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @civildefensePH: Narito ang mga posibleng side effect ng bakuna kontra COVID-19. Matapos magpabakuna, kung maaari ay maglaan ng dalawa h�",,,1,1.46773384443857e+18
314,314,2021-12-06 13:53:02,Civil Defense PH,3632673078.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Narito ang mga posibleng side effect ng bakuna kontra COVID-19. Matapos magpabakuna, kung maaari ay maglaan ng dalawa hanggang tatlong araw upang makapagpahinga. 

#BayanihanBakunahan
#Resbakuna
#HeroesGetVaxxed
#BayaniAngBakunado
#BIDABakunation
#BIDASolusyonPlusSaCOVID-19 https://t.co/CskYLEHoj5",,,1,1.46773380415234e+18
315,315,2021-12-05 17:00:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"OFWs sa Middle East, napabakunahan na laban sa COVID-19.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/3ARyEMipmc",,,0,1.46741846731379e+18
316,316,2021-12-04 23:00:02,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Adverse effects, maaaring maranasan kung hindi susundin ang guidelines sa pagbibigay ng COVID-19 booster shot.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/hCgCYpH3Lf",,,0,1.46714668485782e+18
317,317,2021-12-04 21:32:41,Joe,1.41280633002535e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @PIADesk: Pinaigting ng National Task Force (NTF) Against COVID-19 ang paghahanda sa posibleng banta ng Omicron variant sa Pilipinas.�,,,2,1.46712470158347e+18
318,318,2021-12-04 21:31:52,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Pinaigting ng National Task Force (NTF) Against COVID-19 ang paghahanda sa posibleng banta ng Omicron variant sa Pilipinas. 
 
https://t.co/GuB4Hdtyj1
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph https://t.co/hIlYX7r5DB",,,2,1.46712449610451e+18
319,319,2021-12-04 20:28:36,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang schedule ng ating pagbabakuna sa 5-11 December 2021. 

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/6ibAgWWXod",,,0,1.46710857395192e+18
320,320,2021-12-04 19:50:57,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Nagbabakuna po tayo kahit Sabado. Parati pong icheck ang vaccination schedule na ipinopost natin dito sa Navoteno Ako Facebook page.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/kkKhIK2jYm",,,0,1.46709910198868e+18
321,321,2021-12-04 17:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Bayanihan Bakunahan, may kasamang pa-raffle sa Arteche, Eastern Samar.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/PafzwnLCp4",,,0,1.46706362935069e+18
322,322,2021-12-13 09:12:42,I _M_makapal,2388859160.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Wala pa bang sign na pwede ang #sinovac para sa 18 pababa? Di ba keri? #nagtatanonglang #COVID19,,,0,1.47019997001195e+18
323,323,2021-12-12 09:34:33,Mauricio,281464144.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Nasaan na kayo yung mga eksperto na bumanat ng bumanat sa #Sinovac?

#SundayThoughts #VaccinesSaveLives",,,0,1.46984308242206e+18
324,324,2021-12-11 08:16:38,Oliver ??,31656045.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @bryan_castillo: Kung meron man akong gustong ipagpasalamat kay Pangulong Duterte, ay yung pag-sunod niya sa eksperto(50% vaccine effica�",,,280,1.46946108636982e+18
325,325,2021-12-11 04:01:20,AnimeGirl,1.32737051068703e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @bryan_castillo: Kung meron man akong gustong ipagpasalamat kay Pangulong Duterte, ay yung pag-sunod niya sa eksperto(50% vaccine effica�",,,280,1.46939683739621e+18
326,326,2021-12-11 02:47:36,R,29676931.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @bryan_castillo: Kung meron man akong gustong ipagpasalamat kay Pangulong Duterte, ay yung pag-sunod niya sa eksperto(50% vaccine effica�",,,280,1.46937828160687e+18
327,327,2021-12-11 01:24:33,Kuya,1.28123314298082e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @bryan_castillo: Kung meron man akong gustong ipagpasalamat kay Pangulong Duterte, ay yung pag-sunod niya sa eksperto(50% vaccine effica�",,,280,1.46935737881477e+18
